Meshblock (2013 areas),Area unit code (2013 areas),Area unit description,Ward code (2013 areas),Ward description,Local board code (2013 areas),Local board area description,Territorial authority code (2013 areas),Territorial authority area description,Regional council code (2013 areas),Regional council area description
MB 0794300,525630,Papakura North East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0794400,525630,Papakura North East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0794500,525630,Papakura North East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0794600,525630,Papakura North East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0794700,525630,Papakura North East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0794800,525630,Papakura North East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0794900,525630,Papakura North East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0795001,525630,Papakura North East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0795002,525630,Papakura North East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0795100,525630,Papakura North East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0795200,525630,Papakura North East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0795301,525630,Papakura North East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0795302,525630,Papakura North East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0795400,525630,Papakura North East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0795500,525630,Papakura North East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0795600,525630,Papakura North East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0795700,525630,Papakura North East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0795801,525630,Papakura North East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0795802,525630,Papakura North East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0795900,525630,Papakura North East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0796000,525630,Papakura North East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0796100,525630,Papakura North East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0796200,525630,Papakura North East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0796300,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0796400,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0796500,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0796600,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0796700,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0796800,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0796900,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0797000,525620,Massey Park,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0797100,525620,Massey Park,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0797200,525620,Massey Park,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0797300,525620,Massey Park,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0797400,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0797500,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0797600,525620,Massey Park,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0797700,525620,Massey Park,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0797800,525620,Massey Park,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0797900,525620,Massey Park,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0798000,525620,Massey Park,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0798101,525620,Massey Park,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0798102,525620,Massey Park,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0798200,525620,Massey Park,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0798300,525620,Massey Park,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0798400,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0798500,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0798600,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0798700,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0798802,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0798803,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0798804,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0798901,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0798902,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799000,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799102,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799105,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799106,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799107,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799108,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799109,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799110,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799111,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799112,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799113,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799117,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799118,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799119,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799120,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799121,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799122,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799123,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799124,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799125,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799126,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799127,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799128,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799129,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799130,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799131,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799132,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799133,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799134,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799200,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799300,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799400,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799500,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799600,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799700,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799800,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0799900,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800000,525610,Papakura East,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800101,523813,Ardmore,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800102,523813,Ardmore,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800103,525700,Red Hill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800201,525700,Red Hill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800202,525700,Red Hill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800303,525700,Red Hill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800304,525700,Red Hill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800305,525700,Red Hill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800307,525700,Red Hill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800308,525700,Red Hill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800309,525700,Red Hill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800310,525700,Red Hill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800311,525700,Red Hill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800312,525700,Red Hill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800313,525700,Red Hill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800314,525700,Red Hill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800315,525700,Red Hill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800400,525700,Red Hill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800500,525700,Red Hill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800600,525510,Papakura South,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800700,525510,Papakura South,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800800,525510,Papakura South,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0800900,525510,Papakura South,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0801001,525510,Papakura South,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0801002,525510,Papakura South,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0801101,525510,Papakura South,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0801102,525510,Papakura South,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0801103,525510,Papakura South,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0801104,525510,Papakura South,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0801200,525510,Papakura South,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0801300,525510,Papakura South,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0801400,525510,Papakura South,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0801500,525510,Papakura South,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0801600,525510,Papakura South,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0801700,525520,Opaheke,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0801800,525520,Opaheke,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0801901,525520,Opaheke,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0801902,525520,Opaheke,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0802000,525520,Opaheke,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0802100,525520,Opaheke,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0802200,525520,Opaheke,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0802300,525520,Opaheke,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0802400,525520,Opaheke,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0802501,525520,Opaheke,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0802502,525520,Opaheke,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0802600,525520,Opaheke,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0802700,525520,Opaheke,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0802801,525520,Opaheke,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0802802,525520,Opaheke,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0802803,525520,Opaheke,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0802900,525520,Opaheke,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0803000,525520,Opaheke,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0803100,525520,Opaheke,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0803200,525520,Opaheke,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0803301,525520,Opaheke,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0803302,525520,Opaheke,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0803303,525520,Opaheke,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0803400,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0803500,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0803601,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0803602,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0803701,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0803702,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0803703,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0803801,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0803802,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0803803,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0803900,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0804000,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0804100,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0804200,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0804300,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0804400,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0804500,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0804600,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0804701,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0804702,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0804801,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0804802,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0804901,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0804902,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0805000,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0805100,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0805200,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0805300,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0805400,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0805500,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0805601,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0805602,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0805604,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0805605,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0805701,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0805703,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0805704,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0805705,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0805801,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0805802,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0805803,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0805901,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0805902,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806001,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806002,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806101,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806102,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806103,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806203,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806204,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806205,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806206,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806207,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806208,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806301,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806303,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806304,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806401,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806402,525540,Pahurehure,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806502,521201,Hingaia,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806504,617605,Inlet-Manukau Harbour,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0806505,617605,Inlet-Manukau Harbour,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806506,521201,Hingaia,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806601,521201,Hingaia,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806602,521201,Hingaia,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806603,521201,Hingaia,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806604,521201,Hingaia,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806700,521201,Hingaia,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806800,521201,Hingaia,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0806900,521202,Whangapouri Creek,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
