Meshblock,Year,Proprtion partnered,Proportion 1 or more children,Proportion with at least a bachelors degree,Median personal income 2001
MB 0755700,2001,0.64516129,NA,NA,18800
MB 0755800,2001,0.538461538,NA,NA,22500
MB 0755900,2001,0.674418605,NA,NA,27500
MB 0756000,2001,0.680851064,NA,NA,26300
MB 0756100,2001,0.470588235,NA,NA,20400
MB 0756200,2001,0.678571429,NA,NA,18800
MB 0756300,2001,0.653846154,NA,NA,26300
MB 0756400,2001,0.695652174,NA,NA,31300
MB 0756500,2001,0.633333333,NA,NA,20400
MB 0756600,2001,0.595238095,NA,NA,17500
MB 0756700,2001,0.607142857,NA,NA,26700
MB 0756800,2001,0.666666667,NA,NA,23800
MB 0756901,2001,0.615384615,NA,NA,25800
MB 0756902,2001,0.666666667,NA,NA,15800
MB 0757001,2001,0.619047619,NA,NA,27500
MB 0757002,2001,0.6875,NA,NA,33800
MB 0757003,2001,1,NA,NA,9200
MB 0757100,2001,0.517241379,NA,NA,18300
MB 0757200,2001,0.666666667,NA,NA,29200
MB 0757300,2001,0.571428571,NA,NA,23800
MB 0757400,2001,0.525,NA,NA,18100
MB 0757500,2001,0.638297872,NA,NA,25200
MB 0757601,2001,0.666666667,NA,NA,32500
MB 0757602,2001,0.647058824,NA,NA,30600
MB 0757700,2001,0.491525424,NA,NA,16000
MB 0757800,2001,0.6,NA,NA,15400
MB 0757900,2001,0.541666667,NA,NA,13100
MB 0758000,2001,0.571428571,NA,NA,21300
MB 0758100,2001,0.541666667,NA,NA,14500
MB 0758200,2001,0.352941176,NA,NA,14200
MB 0758300,2001,0.464285714,NA,NA,14600
MB 0758400,2001,0.541666667,NA,NA,12900
MB 0758500,2001,0.5,NA,NA,21300
MB 0758600,2001,0.564102564,NA,NA,21000
MB 0758700,2001,0.538461538,NA,NA,21700
MB 0758800,2001,0.538461538,NA,NA,17500
MB 0758900,2001,0.46875,NA,NA,14000
MB 0759000,2001,0.566666667,NA,NA,18800
MB 0759100,2001,0.523809524,NA,NA,14400
MB 0759200,2001,0.733333333,NA,NA,25400
MB 0759300,2001,0.68,NA,NA,15800
MB 0759400,2001,0.48,NA,NA,14200
MB 0759503,2001,0.755555556,NA,NA,32500
MB 0759504,2001,0.738095238,NA,NA,28800
MB 0759505,2001,0.8,NA,NA,27500
MB 0759507,2001,#VALUE!,NA,NA,..C
MB 0759508,2001,0.625,NA,NA,32500
MB 0759509,2001,#VALUE!,NA,NA,..C
MB 0759510,2001,#VALUE!,NA,NA,..C
MB 0759511,2001,#VALUE!,NA,NA,..C
MB 0759512,2001,#VALUE!,NA,NA,..C
MB 0759513,2001,0.75,NA,NA,13300
MB 0759514,2001,0.142857143,NA,NA,12400
MB 0759515,2001,0.666666667,NA,NA,12500
MB 0759516,2001,#VALUE!,NA,NA,..C
MB 0759517,2001,#VALUE!,NA,NA,..C
MB 0759518,2001,0.714285714,NA,NA,37500
MB 0759519,2001,0.764705882,NA,NA,41000
MB 0759520,2001,0.777777778,NA,NA,20800
MB 0759521,2001,0.8,NA,NA,37500
MB 0759522,2001,0.615384615,NA,NA,20400
MB 0759523,2001,0.888888889,NA,NA,33300
MB 0759524,2001,0.8,NA,NA,45000
MB 0759525,2001,0.5,NA,NA,37500
MB 0759600,2001,0.625,NA,NA,27500
MB 0759702,2001,0.625,NA,NA,21900
MB 0759711,2001,0.609756098,NA,NA,22000
MB 0759712,2001,0.729166667,NA,NA,26400
MB 0759713,2001,0.490909091,NA,NA,22500
MB 0759715,2001,0.588235294,NA,NA,35000
MB 0759717,2001,0.56,NA,NA,20400
MB 0759719,2001,0.53125,NA,NA,20800
MB 0759721,2001,0.444444444,NA,NA,13800
MB 0759722,2001,0.558823529,NA,NA,20200
MB 0759723,2001,0.551724138,NA,NA,17500
MB 0759724,2001,0.681818182,NA,NA,14200
MB 0759725,2001,0.485714286,NA,NA,11300
MB 0759727,2001,0.714285714,NA,NA,36300
MB 0759728,2001,0.611111111,NA,NA,22500
MB 0759729,2001,0.615384615,NA,NA,34300
MB 0759730,2001,0.473684211,NA,NA,19000
MB 0759731,2001,0.56,NA,NA,25800
MB 0759732,2001,0.805555556,NA,NA,24400
MB 0759733,2001,0.714285714,NA,NA,29200
MB 0759734,2001,0.5,NA,NA,10600
MB 0759735,2001,0.576923077,NA,NA,22500
MB 0759736,2001,0.64,NA,NA,30300
MB 0759737,2001,0.384615385,NA,NA,10400
MB 0759738,2001,0.551724138,NA,NA,16700
MB 0759739,2001,0.428571429,NA,NA,11300
MB 0759740,2001,0.785714286,NA,NA,28100
MB 0759741,2001,#VALUE!,NA,NA,..C
MB 0759742,2001,#VALUE!,NA,NA,..C
MB 0759743,2001,0.647058824,NA,NA,24200
MB 0759744,2001,#VALUE!,NA,NA,..C
MB 0759745,2001,0.375,NA,NA,9000
MB 0759800,2001,0.633333333,NA,NA,17500
MB 0759901,2001,0.563636364,NA,NA,27900
MB 0759902,2001,0.617647059,NA,NA,30300
MB 0759903,2001,0.62962963,NA,NA,20400
MB 0760000,2001,0.5,NA,NA,12500
MB 0760113,2001,0.448275862,NA,NA,13800
MB 0760114,2001,0.694915254,NA,NA,22900
MB 0760117,2001,0.709090909,NA,NA,35000
MB 0760119,2001,0.703703704,NA,NA,26700
MB 0760120,2001,0.666666667,NA,NA,25300
MB 0760121,2001,0.675,NA,NA,28500
MB 0760122,2001,0.634615385,NA,NA,29500
MB 0760123,2001,0.617647059,NA,NA,27200
MB 0760124,2001,#VALUE!,NA,NA,..C
MB 0760125,2001,0.673469388,NA,NA,28800
MB 0760126,2001,0.739130435,NA,NA,23800
MB 0760127,2001,0.74,NA,NA,27500
MB 0760128,2001,0.695652174,NA,NA,24200
MB 0760129,2001,0.738095238,NA,NA,28300
MB 0760130,2001,0.6,NA,NA,30800
MB 0760131,2001,0.714285714,NA,NA,31700
MB 0760132,2001,0.676470588,NA,NA,26900
MB 0760133,2001,0.7,NA,NA,30600
MB 0760134,2001,0.704918033,NA,NA,30800
MB 0760135,2001,0.78,NA,NA,26500
MB 0760136,2001,0.641509434,NA,NA,25400
MB 0760137,2001,0.708333333,NA,NA,40600
MB 0760138,2001,0.621621622,NA,NA,31400
MB 0760139,2001,0.833333333,NA,NA,33800
MB 0760140,2001,0.727272727,NA,NA,28300
MB 0760141,2001,0.655172414,NA,NA,25100
MB 0760142,2001,#VALUE!,NA,NA,..C
MB 0760143,2001,0.8,NA,NA,26300
MB 0760144,2001,0.714285714,NA,NA,22500
MB 0760145,2001,0.708333333,NA,NA,28300
MB 0760146,2001,0.714285714,NA,NA,30600
MB 0760147,2001,0.736842105,NA,NA,25800
MB 0760148,2001,0.75,NA,NA,24200
MB 0760149,2001,0.636363636,NA,NA,25800
MB 0760150,2001,0.653846154,NA,NA,21300
MB 0760151,2001,0.736842105,NA,NA,31700
MB 0760152,2001,0.692307692,NA,NA,7500
MB 0760200,2001,#VALUE!,NA,NA,..C
MB 0760300,2001,0.5,NA,NA,13800
MB 0760400,2001,0.818181818,NA,NA,33100
MB 0760500,2001,0.909090909,NA,NA,23300
MB 0760600,2001,0.727272727,NA,NA,45000
MB 0760701,2001,#VALUE!,NA,NA,..C
MB 0760702,2001,0.75,NA,NA,29400
MB 0760703,2001,0.807017544,NA,NA,30200
MB 0760705,2001,0.71875,NA,NA,24200
MB 0760706,2001,0.780487805,NA,NA,29000
MB 0760707,2001,0.717948718,NA,NA,32000
MB 0760708,2001,0.636363636,NA,NA,30800
MB 0760801,2001,#VALUE!,NA,NA,..C
MB 0760803,2001,0.793103448,NA,NA,30400
MB 0760804,2001,1.5,NA,NA,60000
MB 0760805,2001,0.722222222,NA,NA,41700
MB 0760806,2001,0.714285714,NA,NA,34000
MB 0760807,2001,0.892857143,NA,NA,36700
MB 0760808,2001,0.805555556,NA,NA,33800
MB 0760809,2001,0.740740741,NA,NA,30600
MB 0760810,2001,0.780487805,NA,NA,33300
MB 0760811,2001,0.78,NA,NA,34200
MB 0760812,2001,0.666666667,NA,NA,30800
MB 0760902,2001,0.75,NA,NA,22500
MB 0760903,2001,0.75,NA,NA,29200
MB 0760904,2001,0.272727273,NA,NA,28800
MB 0760905,2001,#VALUE!,NA,NA,..C
MB 0761000,2001,0.6875,NA,NA,31100
MB 0761100,2001,1,NA,NA,27500
MB 0761200,2001,0.7,NA,NA,28800
MB 0761300,2001,0.666666667,NA,NA,45000
MB 0761400,2001,0.666666667,NA,NA,28800
MB 0761500,2001,0.625,NA,NA,26300
MB 0761601,2001,0.636363636,NA,NA,16300
MB 0761602,2001,0.571428571,NA,NA,18300
MB 0761603,2001,0.5,NA,NA,22500
MB 0761700,2001,0.625,NA,NA,17500
MB 0761800,2001,0.375,NA,NA,35000
MB 0761900,2001,0.666666667,NA,NA,27500
MB 0762000,2001,0.685714286,NA,NA,28500
MB 0762100,2001,0.666666667,NA,NA,31700
MB 0762200,2001,0.909090909,NA,NA,26900
MB 0762301,2001,0.666666667,NA,NA,27500
MB 0762302,2001,0.571428571,NA,NA,31700
MB 0762400,2001,#VALUE!,NA,NA,..C
MB 0762501,2001,0.727272727,NA,NA,25400
MB 0762502,2001,#VALUE!,NA,NA,..C
MB 0762600,2001,0.75,NA,NA,17500
MB 0762700,2001,0.8125,NA,NA,33000
MB 0762800,2001,0.764705882,NA,NA,28300
MB 0762900,2001,0.761904762,NA,NA,25400
MB 0763000,2001,0.6,NA,NA,22500
MB 0763100,2001,0.625,NA,NA,23300
MB 0763201,2001,0.666666667,NA,NA,27500
MB 0763202,2001,0.6875,NA,NA,28800
MB 0763300,2001,0.722222222,NA,NA,25800
MB 0763400,2001,0.75,NA,NA,32500
MB 0763500,2001,0.666666667,NA,NA,35000
MB 0763600,2001,0.571428571,NA,NA,17500
MB 0763700,2001,0.8,NA,NA,27500
MB 0763800,2001,0.771428571,NA,NA,25300
MB 0763900,2001,0.736842105,NA,NA,25800
MB 0764000,2001,0.705882353,NA,NA,25800
MB 0764100,2001,0.576923077,NA,NA,20800
MB 0764201,2001,0.842105263,NA,NA,30600
MB 0764202,2001,#VALUE!,NA,NA,..C
MB 0764300,2001,0.666666667,NA,NA,27500
MB 0764400,2001,0.677419355,NA,NA,29200
MB 0764501,2001,#VALUE!,NA,NA,*
MB 0764502,2001,0.857142857,NA,NA,17500
MB 0764600,2001,#VALUE!,NA,NA,..C
MB 0764700,2001,0.707317073,NA,NA,31000
MB 0764800,2001,0.764705882,NA,NA,17500
MB 0764901,2001,0.722222222,NA,NA,19400
MB 0764902,2001,0.676470588,NA,NA,19200
MB 0765001,2001,0.666666667,NA,NA,20800
MB 0765002,2001,0.736842105,NA,NA,17500
MB 0765003,2001,0.75,NA,NA,5800
MB 0765004,2001,0.807692308,NA,NA,31700
MB 0765101,2001,#VALUE!,NA,NA,..C
MB 0765102,2001,#VALUE!,NA,NA,..C
MB 0765103,2001,0.733333333,NA,NA,13800
MB 0765104,2001,0.666666667,NA,NA,45000
MB 0765105,2001,0.8,NA,NA,12500
MB 0765106,2001,0.545454545,NA,NA,17500
MB 0765107,2001,0.428571429,NA,NA,13800
MB 0765108,2001,0.666666667,NA,NA,25800
MB 0765109,2001,0.666666667,NA,NA,18300
MB 0765110,2001,0.769230769,NA,NA,15400
MB 0765111,2001,0.75,NA,NA,10800
MB 0765200,2001,0.6,NA,NA,17500
MB 0765300,2001,0.666666667,NA,NA,20800
MB 0765401,2001,0.625,NA,NA,20400
MB 0765402,2001,#VALUE!,NA,NA,..C
MB 0765403,2001,#VALUE!,NA,NA,..C
MB 0765404,2001,#VALUE!,NA,NA,..C
MB 0765405,2001,#VALUE!,NA,NA,..C
MB 0765406,2001,#VALUE!,NA,NA,..C
MB 0765407,2001,#VALUE!,NA,NA,..C
MB 0765408,2001,#VALUE!,NA,NA,..C
MB 0765409,2001,#VALUE!,NA,NA,..C
MB 0765410,2001,#VALUE!,NA,NA,..C
MB 0765500,2001,0.5625,NA,NA,15800
MB 0765600,2001,0.6,NA,NA,18100
MB 0765700,2001,0.5,NA,NA,20800
MB 0765800,2001,0.52173913,NA,NA,15400
MB 0765900,2001,0.722222222,NA,NA,27500
MB 0766000,2001,0.555555556,NA,NA,31000
MB 0766100,2001,0.733333333,NA,NA,27500
MB 0766200,2001,#VALUE!,NA,NA,..C
MB 0766301,2001,0.625,NA,NA,22500
MB 0766302,2001,0.636363636,NA,NA,27500
MB 0766303,2001,0.375,NA,NA,18800
MB 0766400,2001,0.483870968,NA,NA,17500
MB 0766500,2001,1,NA,NA,13300
MB 0766600,2001,0.5,NA,NA,10800
MB 0766700,2001,0.5,NA,NA,17500
MB 0766800,2001,0.5,NA,NA,18600
MB 0766901,2001,0.684210526,NA,NA,21300
MB 0766902,2001,0.571428571,NA,NA,13500
MB 0766903,2001,0.75,NA,NA,12500
MB 0766904,2001,0.631578947,NA,NA,26700
MB 0767001,2001,0.548387097,NA,NA,24500
MB 0767002,2001,0.451612903,NA,NA,20200
MB 0767003,2001,0.545454545,NA,NA,17500
MB 0767004,2001,0.571428571,NA,NA,20300
MB 0767100,2001,0.472222222,NA,NA,15300
MB 0767201,2001,0.2,NA,NA,22500
MB 0767202,2001,0.647058824,NA,NA,31700
MB 0767203,2001,0.777777778,NA,NA,25400
MB 0767204,2001,0.7,NA,NA,23800
MB 0767301,2001,0.633333333,NA,NA,23100
MB 0767302,2001,0.588235294,NA,NA,18500
MB 0767400,2001,0.604651163,NA,NA,19500
MB 0767501,2001,0.489795918,NA,NA,13200
MB 0767502,2001,0.459459459,NA,NA,13200
MB 0767503,2001,0.588235294,NA,NA,18800
MB 0767600,2001,0.283018868,NA,NA,14000
MB 0767701,2001,0.384615385,NA,NA,12500
MB 0767702,2001,0.538461538,NA,NA,18800
MB 0767703,2001,0.733333333,NA,NA,17500
MB 0767704,2001,0.266666667,NA,NA,16300
MB 0767705,2001,#VALUE!,NA,NA,..C
MB 0767803,2001,#VALUE!,NA,NA,..C
MB 0767804,2001,#VALUE!,NA,NA,..C
MB 0767805,2001,0.5,NA,NA,100000
MB 0767806,2001,1,NA,NA,35000
MB 0767807,2001,0.727272727,NA,NA,30600
MB 0767808,2001,#VALUE!,NA,NA,..C
MB 0767809,2001,0.736842105,NA,NA,22500
MB 0767810,2001,0.733333333,NA,NA,20800
MB 0767811,2001,0.75,NA,NA,17500
MB 0767812,2001,0.522727273,NA,NA,13800
MB 0767813,2001,0.714285714,NA,NA,27500
MB 0767902,2001,0.7,NA,NA,25300
MB 0767903,2001,0.675675676,NA,NA,27500
MB 0767907,2001,0.730769231,NA,NA,26700
MB 0767909,2001,0.666666667,NA,NA,27500
MB 0767910,2001,0.696428571,NA,NA,24400
MB 0767911,2001,0.707317073,NA,NA,29400
MB 0767912,2001,0.741935484,NA,NA,27000
MB 0767913,2001,0.727272727,NA,NA,30400
MB 0767914,2001,0.744680851,NA,NA,25400
MB 0767915,2001,0.689655172,NA,NA,25400
MB 0767916,2001,0.857142857,NA,NA,33300
MB 0767917,2001,0.666666667,NA,NA,33300
MB 0767918,2001,0.730769231,NA,NA,26300
MB 0767919,2001,0.709677419,NA,NA,31300
MB 0767920,2001,0.794871795,NA,NA,28500
MB 0767921,2001,#VALUE!,NA,NA,..C
MB 0767922,2001,#VALUE!,NA,NA,..C
MB 0768001,2001,0.534883721,NA,NA,20300
MB 0768002,2001,0.592592593,NA,NA,26300
MB 0768003,2001,0.5,NA,NA,25800
MB 0768005,2001,0.509433962,NA,NA,21300
MB 0768006,2001,0.711111111,NA,NA,23800
MB 0768007,2001,0.692307692,NA,NA,29200
MB 0768008,2001,0.677419355,NA,NA,19500
MB 0768009,2001,0.411764706,NA,NA,15800
MB 0768010,2001,0.32,NA,NA,10600
MB 0768100,2001,0.590909091,NA,NA,25800
MB 0768200,2001,0.530612245,NA,NA,14200
MB 0768300,2001,0.5,NA,NA,11700
MB 0768400,2001,0.5,NA,NA,10400
MB 0768500,2001,0.555555556,NA,NA,15800
MB 0768601,2001,0.285714286,NA,NA,6300
MB 0768602,2001,0.588235294,NA,NA,20200
MB 0768603,2001,0.75,NA,NA,27500
MB 0768700,2001,0.518518519,NA,NA,15800
MB 0768800,2001,0.5,NA,NA,25300
MB 0768900,2001,0.592592593,NA,NA,21700
MB 0769008,2001,0.666666667,NA,NA,23300
MB 0769011,2001,0.725490196,NA,NA,29200
MB 0769012,2001,0.692307692,NA,NA,25200
MB 0769014,2001,0.723404255,NA,NA,32000
MB 0769016,2001,0.8,NA,NA,33000
MB 0769017,2001,0.666666667,NA,NA,26700
MB 0769018,2001,0.709677419,NA,NA,32500
MB 0769019,2001,0.592592593,NA,NA,28800
MB 0769020,2001,0.675675676,NA,NA,28200
MB 0769021,2001,0.833333333,NA,NA,33300
MB 0769022,2001,0.612903226,NA,NA,24400
MB 0769023,2001,0.772727273,NA,NA,22500
MB 0769024,2001,0.666666667,NA,NA,33000
MB 0769025,2001,0.857142857,NA,NA,38000
MB 0769026,2001,0.75862069,NA,NA,35000
MB 0769027,2001,0.757575758,NA,NA,36300
MB 0769028,2001,0.833333333,NA,NA,29200
MB 0769029,2001,0.75,NA,NA,24000
MB 0769030,2001,0.727272727,NA,NA,28300
MB 0769032,2001,0.761904762,NA,NA,36000
MB 0769034,2001,#VALUE!,NA,NA,..C
MB 0769035,2001,#VALUE!,NA,NA,..C
MB 0769036,2001,0.692307692,NA,NA,31700
MB 0769037,2001,#VALUE!,NA,NA,..C
MB 0769038,2001,#VALUE!,NA,NA,..C
MB 0769039,2001,#VALUE!,NA,NA,..C
MB 0769040,2001,0.814814815,NA,NA,13900
MB 0769041,2001,#VALUE!,NA,NA,..C
MB 0769042,2001,#VALUE!,NA,NA,..C
MB 0769043,2001,#VALUE!,NA,NA,..C
MB 0769044,2001,#VALUE!,NA,NA,..C
MB 0769045,2001,0.794117647,NA,NA,28300
MB 0769046,2001,0.769230769,NA,NA,30800
MB 0769047,2001,0.761904762,NA,NA,30700
MB 0769048,2001,0.647058824,NA,NA,29200
MB 0769049,2001,#VALUE!,NA,NA,..C
MB 0769050,2001,0.666666667,NA,NA,35000
MB 0769051,2001,0.75,NA,NA,22500
MB 0769052,2001,#VALUE!,NA,NA,..C
MB 0769053,2001,0.842105263,NA,NA,27800
MB 0769054,2001,0.833333333,NA,NA,32500
MB 0769100,2001,0.5,NA,NA,17900
MB 0769200,2001,0.466666667,NA,NA,14200
MB 0769300,2001,0.586206897,NA,NA,12500
MB 0769401,2001,0.428571429,NA,NA,18800
MB 0769402,2001,0.833333333,NA,NA,22500
MB 0769403,2001,0.272727273,NA,NA,10800
MB 0769500,2001,0.875,NA,NA,27500
MB 0769600,2001,0.64,NA,NA,20300
MB 0769700,2001,0.533333333,NA,NA,12500
MB 0769800,2001,0.5,NA,NA,18300
MB 0769900,2001,0.611111111,NA,NA,21300
MB 0770000,2001,0.526315789,NA,NA,26300
MB 0770100,2001,0.571428571,NA,NA,22500
MB 0770200,2001,0.4,NA,NA,18800
MB 0770300,2001,0.578947368,NA,NA,13300
MB 0770400,2001,0.590909091,NA,NA,13100
MB 0770500,2001,0.586206897,NA,NA,18300
MB 0770600,2001,0.652173913,NA,NA,17500
MB 0770700,2001,0.666666667,NA,NA,14200
MB 0770800,2001,0.473684211,NA,NA,22500
MB 0770900,2001,0.517241379,NA,NA,17500
MB 0771000,2001,0.633333333,NA,NA,24200
MB 0771100,2001,0.458333333,NA,NA,20400
MB 0771200,2001,0.482758621,NA,NA,12800
MB 0771300,2001,0.611111111,NA,NA,17500
MB 0771400,2001,0.444444444,NA,NA,15600
MB 0771500,2001,0.324324324,NA,NA,11600
MB 0771600,2001,0.47826087,NA,NA,15400
MB 0771700,2001,0.470588235,NA,NA,17500
MB 0771800,2001,0.647058824,NA,NA,25800
MB 0771900,2001,0.5,NA,NA,21300
MB 0772000,2001,0.5,NA,NA,14400
MB 0772100,2001,0.6,NA,NA,20800
MB 0772200,2001,0.588235294,NA,NA,22500
MB 0772300,2001,0.620689655,NA,NA,25500
MB 0772400,2001,0.4,NA,NA,11700
MB 0772500,2001,0.526315789,NA,NA,12900
MB 0772601,2001,0.653846154,NA,NA,13800
MB 0772602,2001,0.613636364,NA,NA,17500
MB 0772700,2001,0.648648649,NA,NA,20800
MB 0772802,2001,0.571428571,NA,NA,12500
MB 0772803,2001,0.411764706,NA,NA,18800
MB 0772804,2001,0.461538462,NA,NA,18800
MB 0772805,2001,0.545454545,NA,NA,17500
MB 0772806,2001,0.5,NA,NA,22800
MB 0772902,2001,0.666666667,NA,NA,3500
MB 0772903,2001,0.62962963,NA,NA,15400
MB 0772904,2001,0.677419355,NA,NA,20600
MB 0772906,2001,#VALUE!,NA,NA,..C
MB 0772907,2001,0.529411765,NA,NA,23800
MB 0772908,2001,0.666666667,NA,NA,20800
MB 0772909,2001,0.714285714,NA,NA,28300
MB 0773000,2001,0.518518519,NA,NA,18800
MB 0773100,2001,0.619047619,NA,NA,25200
MB 0773200,2001,0.615384615,NA,NA,23800
MB 0773300,2001,0.652173913,NA,NA,23800
MB 0773400,2001,0.590909091,NA,NA,23800
MB 0773501,2001,0.594594595,NA,NA,23300
MB 0773502,2001,0.553571429,NA,NA,24000
MB 0773600,2001,0.652173913,NA,NA,25500
MB 0773701,2001,0.580645161,NA,NA,25300
MB 0773702,2001,0.652173913,NA,NA,20300
MB 0773801,2001,#VALUE!,NA,NA,12500
MB 0773804,2001,0.661290323,NA,NA,26700
MB 0773807,2001,0.6,NA,NA,21300
MB 0773810,2001,0.615384615,NA,NA,15300
MB 0773812,2001,0.28125,NA,NA,9300
MB 0773813,2001,0.638297872,NA,NA,20100
MB 0773814,2001,0.586956522,NA,NA,20800
MB 0773815,2001,0.731707317,NA,NA,18800
MB 0773816,2001,0.53125,NA,NA,21300
MB 0773817,2001,0.5,NA,NA,19400
MB 0773818,2001,0.538461538,NA,NA,16300
MB 0773819,2001,0.5,NA,NA,18300
MB 0773820,2001,0.542857143,NA,NA,21300
MB 0773901,2001,0.54,NA,NA,23800
MB 0773902,2001,0.522727273,NA,NA,23300
MB 0774001,2001,0.64,NA,NA,17500
MB 0774002,2001,0.681818182,NA,NA,25800
MB 0774003,2001,0.434782609,NA,NA,17500
MB 0774101,2001,0.666666667,NA,NA,25600
MB 0774102,2001,0.673913043,NA,NA,26700
MB 0774103,2001,0.666666667,NA,NA,28300
MB 0774104,2001,0.62745098,NA,NA,21300
MB 0774105,2001,0.717948718,NA,NA,31000
MB 0774201,2001,0.5,NA,NA,16300
MB 0774202,2001,0.548387097,NA,NA,14000
MB 0774204,2001,0.5,NA,NA,6300
MB 0774205,2001,0.692307692,NA,NA,22900
MB 0774207,2001,#VALUE!,NA,NA,..C
MB 0774208,2001,0.8,NA,NA,27500
MB 0774209,2001,#VALUE!,NA,NA,..C
MB 0774210,2001,0.666666667,NA,NA,2500
MB 0774211,2001,#VALUE!,NA,NA,..C
MB 0774212,2001,#VALUE!,NA,NA,..C
MB 0774213,2001,#VALUE!,NA,NA,29200
MB 0774214,2001,0.538461538,NA,NA,15400
MB 0774215,2001,#VALUE!,NA,NA,..C
MB 0774216,2001,#VALUE!,NA,NA,..C
MB 0774301,2001,0.666666667,NA,NA,20800
MB 0774303,2001,0.58974359,NA,NA,15300
MB 0774304,2001,0.65625,NA,NA,27500
MB 0774305,2001,0.6,NA,NA,18800
MB 0774306,2001,0.653846154,NA,NA,25400
MB 0774402,2001,0.448275862,NA,NA,15200
MB 0774403,2001,0.514285714,NA,NA,15800
MB 0774404,2001,0.525,NA,NA,15400
MB 0774405,2001,0.523809524,NA,NA,13000
MB 0774406,2001,0.44,NA,NA,22500
MB 0774408,2001,0.596153846,NA,NA,24600
MB 0774409,2001,0.563636364,NA,NA,19600
MB 0774410,2001,0.619047619,NA,NA,17500
MB 0774411,2001,0.592592593,NA,NA,20200
MB 0774412,2001,0.454545455,NA,NA,13800
MB 0774419,2001,0.586206897,NA,NA,22500
MB 0774420,2001,0.714285714,NA,NA,26000
MB 0774422,2001,0.611111111,NA,NA,16300
MB 0774423,2001,0.515151515,NA,NA,16300
MB 0774424,2001,0.441176471,NA,NA,14200
MB 0774429,2001,0.466666667,NA,NA,14000
MB 0774430,2001,0.540540541,NA,NA,13800
MB 0774431,2001,0.526315789,NA,NA,15600
MB 0774432,2001,0.512195122,NA,NA,13100
MB 0774433,2001,0.5625,NA,NA,13800
MB 0774434,2001,0.555555556,NA,NA,14200
MB 0774435,2001,0.75,NA,NA,31300
MB 0774436,2001,0.6,NA,NA,25800
MB 0774437,2001,0.620689655,NA,NA,23100
MB 0774438,2001,0.636363636,NA,NA,12500
MB 0774439,2001,#VALUE!,NA,NA,..C
MB 0774440,2001,0.538461538,NA,NA,17500
MB 0774441,2001,0.53125,NA,NA,7100
MB 0774442,2001,0.689655172,NA,NA,15200
MB 0774443,2001,0.632653061,NA,NA,20400
MB 0774444,2001,0.6,NA,NA,20600
MB 0774445,2001,0.48,NA,NA,12500
MB 0774446,2001,0.466666667,NA,NA,11700
MB 0774447,2001,0.576923077,NA,NA,12500
MB 0774448,2001,0.56,NA,NA,10800
MB 0774449,2001,0.464285714,NA,NA,7900
MB 0774450,2001,0.542857143,NA,NA,16700
MB 0774451,2001,0.4,NA,NA,9600
MB 0774502,2001,0.405405405,NA,NA,14200
MB 0774503,2001,0.565217391,NA,NA,17500
MB 0774504,2001,0.619047619,NA,NA,15800
MB 0774505,2001,0.518518519,NA,NA,20300
MB 0774601,2001,0.48,NA,NA,21300
MB 0774602,2001,0.565217391,NA,NA,18100
MB 0774701,2001,0.475,NA,NA,15300
MB 0774702,2001,0.571428571,NA,NA,15200
MB 0774801,2001,0.529411765,NA,NA,13600
MB 0774802,2001,0.6,NA,NA,12500
MB 0774900,2001,0.512820513,NA,NA,16900
MB 0775000,2001,0.473684211,NA,NA,11300
MB 0775100,2001,0.472222222,NA,NA,20600
MB 0775200,2001,0.714285714,NA,NA,21700
MB 0775300,2001,0.5,NA,NA,22500
MB 0775400,2001,0.612903226,NA,NA,17500
MB 0775500,2001,0.541666667,NA,NA,10300
MB 0775600,2001,0.555555556,NA,NA,18800
MB 0775700,2001,0.58,NA,NA,18800
MB 0775802,2001,0.571428571,NA,NA,19200
MB 0775803,2001,0.459459459,NA,NA,15200
MB 0775804,2001,0.371428571,NA,NA,17500
MB 0775805,2001,0.545454545,NA,NA,17500
MB 0775806,2001,0.557692308,NA,NA,15200
MB 0775808,2001,0.527777778,NA,NA,18800
MB 0775809,2001,0.522727273,NA,NA,15200
MB 0775812,2001,0.526315789,NA,NA,14200
MB 0775813,2001,0.538461538,NA,NA,18000
MB 0775815,2001,0.540540541,NA,NA,18100
MB 0775816,2001,0.558823529,NA,NA,13100
MB 0775817,2001,0.375,NA,NA,11300
MB 0775818,2001,0.578947368,NA,NA,20400
MB 0775819,2001,0.428571429,NA,NA,17500
MB 0775820,2001,0.583333333,NA,NA,12500
MB 0775821,2001,0.5,NA,NA,20800
MB 0775822,2001,0.5,NA,NA,22500
MB 0775823,2001,0.454545455,NA,NA,13300
MB 0775824,2001,0.428571429,NA,NA,27500
MB 0775901,2001,0.516666667,NA,NA,18800
MB 0775902,2001,0.5,NA,NA,23800
MB 0776000,2001,0.559322034,NA,NA,23000
MB 0776101,2001,0.535714286,NA,NA,17500
MB 0776102,2001,0.585365854,NA,NA,22500
MB 0776200,2001,0.5,NA,NA,18800
MB 0776301,2001,0.4,NA,NA,8300
MB 0776302,2001,0.5625,NA,NA,25800
MB 0776400,2001,0.526315789,NA,NA,20400
MB 0776500,2001,0.555555556,NA,NA,23800
MB 0776600,2001,0.5,NA,NA,22500
MB 0776700,2001,0.6,NA,NA,21700
MB 0776800,2001,0.6,NA,NA,19200
MB 0776900,2001,0.733333333,NA,NA,18800
MB 0777000,2001,0.606060606,NA,NA,20200
